date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:24	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:06%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708757	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visit82c6.gif	(from )
21:05:25	26373/26373	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Jul%202004%2005:48:46%20GMT	http://www.geocities.com/fallowbudgies/fall615.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall615.jpg	(from )
21:05:25	3457/3457	---M--	200	added ('OK')	text/html	date:Sun,%2012%20Apr%202009%2003:44:12%20GMT	http://www.geocities.com/fallowbudgies/index.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/index.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:26	23087/23087	---M--	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202008%2004:46:43%20GMT	http://www.geocities.com/fallowbudgies/library1.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/library1.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:28	13743/13743	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery0.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery0.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:29	84626/84626	---M--	200	added ('OK')	text/html	date:Sat,%2020%20May%202006%2002:52:40%20GMT	http://www.geocities.com/fallowbudgies/hugbookp1.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/hugbookp1.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:30	15284/15284	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202006%2005:19:15%20GMT	http://www.geocities.com/fallowbudgies/poster01.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/poster01.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:30	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:11%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708758	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visitee95.gif	(from http://www.geocities.com/fallowbudgies/)
21:05:31	24456/24456	---M--	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202008%2004:46:43%20GMT	http://www.geocities.com/fallowbudgies/libraryg1.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/libraryg1.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:34	13956/13956	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:41%20GMT	http://www.geocities.com/fallowbudgies/galleryg0.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/galleryg0.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:35	30484/30484	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Jun%202004%2009:50:10%20GMT	http://www.geocities.com/fallowbudgies/fall214.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall214.jpg	(from http://www.geocities.com/fallowbudgies/)
21:05:36	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:17%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708763	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visit9f0e.gif	(from http://www.geocities.com/fallowbudgies/)
21:05:37	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:18%20GMT	http://visit.geocities.com/visit.gif?	C:/Users/bert/Website/Fallow2/visit.geocities.com/visitd41d.gif	(from http://www.geocities.com/fallowbudgies/)
21:05:37	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:19%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708766	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visit1fcb.gif	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:39	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:20%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708767	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visit294e.gif	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:39	87400/87400	---M--	200	added ('OK')	text/html	date:Sun,%2012%20Apr%202009%2003:44:12%20GMT	http://www.geocities.com/fallowbudgies/hugbookd1.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/hugbookd1.htm	(from http://www.geocities.com/fallowbudgies/)
21:05:41	60/60	---M--	200	added ('OK')	image/gif	date:Wed,%2025%20Sep%202002%2004:35:31%20GMT	http://www.geocities.com/fallowbudgies/top.gif	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/top.gif	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:43	11639/11639	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery1.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery1.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:44	6751/6751	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Feb%202009%2002:28:35%20GMT	http://www.geocities.com/fallowbudgies/Falber.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/Falber.1f.delayed	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:44	42657/42657	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Mar%202006%2005:19:15%20GMT	http://www.geocities.com/fallowbudgies/hugbook1.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/hugbook1.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:45	11773/11773	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202002%2005:05:03%20GMT	http://www.geocities.com/fallowbudgies/falbkatz.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/falbkatz.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:49	79859/79859	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:01:33%20GMT	http://www.geocities.com/fallowbudgies/fall501.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall501.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:50	39610/39610	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20May%202004%2008:32:06%20GMT	http://www.geocities.com/fallowbudgies/fall612.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall612.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:50	51400/51400	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Jun%202004%2009:50:10%20GMT	http://www.geocities.com/fallowbudgies/fall809.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall809.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:52	55465/55465	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Aug%202004%2006:23:24%20GMT	http://www.geocities.com/fallowbudgies/fall616.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall616.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:53	6751/6751	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Feb%202009%2002:21:27%20GMT	http://www.geocities.com/fallowbudgies/Falldeer.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/Falldeer.23.delayed	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:56	34779/34779	---M--	200	added ('OK')	image/gif	date:Wed,%2025%20Sep%202002%2004:35:31%20GMT	http://www.geocities.com/fallowbudgies/egnorens.gif	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/egnorens.gif	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:05:58	31764/31764	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Jun%202001%2008:03:58%20GMT	http://www.geocities.com/fallowbudgies/sizedist.JPG	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/sizedist.JPG	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:02	47891/47891	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Dec%202004%2002:04:43%20GMT	http://www.geocities.com/fallowbudgies/fallowsize001.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fallowsize001.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:04	34421/34421	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Dec%202004%2002:04:43%20GMT	http://www.geocities.com/fallowbudgies/fourthgen.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fourthgen.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:04	12629/12629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20May%202006%2002:52:40%20GMT	http://www.geocities.com/fallowbudgies/askthexpert.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/askthexpert.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:04	94825/94825	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Dec%202004%2002:04:43%20GMT	http://www.geocities.com/fallowbudgies/sizesplit.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/sizesplit.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:05	12476/12476	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery2.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery2.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:06	11461/11461	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery3.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery3.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:06	11683/11683	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery4.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery4.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:07	11740/11740	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:40%20GMT	http://www.geocities.com/fallowbudgies/gallery5.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery5.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:08	12725/12725	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:41%20GMT	http://www.geocities.com/fallowbudgies/gallery6.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery6.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:08	11025/11025	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Oct%202005%2007:12:15%20GMT	http://www.geocities.com/fallowbudgies/gallery7.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery7.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:09	45063/45063	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Nov%202003%2016:06:11%20GMT	http://www.geocities.com/fallowbudgies/fallowfit001.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fallowfit001.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:10	14246/14246	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:41%20GMT	http://www.geocities.com/fallowbudgies/gallery9.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery9.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:15	11708/11708	---M--	200	added ('OK')	text/html	date:Thu,%2030%20Jun%202005%2005:54:41%20GMT	http://www.geocities.com/fallowbudgies/gallery8.htm	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/gallery8.htm	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:15	85/85	---M--	200	added ('OK')	image/gif	date:Wed,%2019%20Aug%202009%2019:06:57%20GMT	http://visit.geocities.yahoo.com/visit.gif?us1250708768	C:/Users/bert/Website/Fallow2/visit.geocities.yahoo.com/visit1167.gif	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:17	1857/1857	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202004%2014:19:40%20GMT	http://www.geocities.com/fallowbudgies/thumb709.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb709.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:18	1499/1499	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Mar%202005%2002:19:42%20GMT	http://www.geocities.com/fallowbudgies/thumb202.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb202.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:19	1588/1588	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:28%20GMT	http://www.geocities.com/fallowbudgies/thumb203.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb203.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:20	51711/51711	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202004%2014:17:05%20GMT	http://www.geocities.com/fallowbudgies/fall709.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall709.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:20	1731/1731	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Jul%202004%2005:48:46%20GMT	http://www.geocities.com/fallowbudgies/thumb615.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb615.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:20	23683/23683	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Mar%202005%2002:19:41%20GMT	http://www.geocities.com/fallowbudgies/fall202.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall202.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:22	1443/1443	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202004%2006:44:23%20GMT	http://www.geocities.com/fallowbudgies/thumb303.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb303.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:24	30082/30082	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202004%2006:43:58%20GMT	http://www.geocities.com/fallowbudgies/fall303.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall303.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:25	91294/91294	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:42:59%20GMT	http://www.geocities.com/fallowbudgies/fall203.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall203.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:26	2384/2384	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20May%202004%2008:37:37%20GMT	http://www.geocities.com/fallowbudgies/thumb612.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb612.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:28	1740/1740	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:28%20GMT	http://www.geocities.com/fallowbudgies/thumb208.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb208.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:28	38407/38407	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Aug%202004%2006:23:24%20GMT	http://www.geocities.com/fallowbudgies/fall617.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall617.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:28	1694/1694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:29%20GMT	http://www.geocities.com/fallowbudgies/thumb212.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb212.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:33	75111/75111	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:53:52%20GMT	http://www.geocities.com/fallowbudgies/fall212.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall212.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:35	78749/78749	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:53:52%20GMT	http://www.geocities.com/fallowbudgies/fall208.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall208.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:39	31810/31810	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:53:52%20GMT	http://www.geocities.com/fallowbudgies/fall211.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall211.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:41	1219/1219	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:29%20GMT	http://www.geocities.com/fallowbudgies/thumb211.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb211.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:42	1860/1860	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Oct%202004%2005:09:08%20GMT	http://www.geocities.com/fallowbudgies/thumb307.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb307.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:06:43	46498/46498	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Oct%202004%2005:07:08%20GMT	http://www.geocities.com/fallowbudgies/fall307.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall307.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:04	1606/1606	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:29%20GMT	http://www.geocities.com/fallowbudgies/thumb210.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb210.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:07	1764/1764	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb409.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb409.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:17	2040/2040	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb308.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb308.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:18	65075/65075	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Nov%202004%2006:43:58%20GMT	http://www.geocities.com/fallowbudgies/fall302.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall302.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:19	35612/35612	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:01:33%20GMT	http://www.geocities.com/fallowbudgies/fall409.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall409.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:19	2189/2189	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202005%2007:06:42%20GMT	http://www.geocities.com/fallowbudgies/thumb603.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb603.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:20	2134/2134	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Aug%202004%2006:27:26%20GMT	http://www.geocities.com/fallowbudgies/thumb616.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb616.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:21	48032/48032	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202005%2007:06:42%20GMT	http://www.geocities.com/fallowbudgies/fall603.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall603.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:26	89559/89559	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:53:52%20GMT	http://www.geocities.com/fallowbudgies/fall209.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall209.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:30	1418/1418	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:10:28%20GMT	http://www.geocities.com/fallowbudgies/thumb209.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb209.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:31	1399/1399	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb407.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb407.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:31	176419/176419	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2011:53:52%20GMT	http://www.geocities.com/fallowbudgies/fall308.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall308.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:31	1531/1531	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb501.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb501.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:32	1741/1741	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Aug%202004%2006:27:26%20GMT	http://www.geocities.com/fallowbudgies/thumb618.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb618.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:33	44966/44966	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:01:33%20GMT	http://www.geocities.com/fallowbudgies/fall407.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/fall407.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:37	1820/1820	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb403.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb403.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
21:07:39	1694/1694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Mar%202004%2012:12:25%20GMT	http://www.geocities.com/fallowbudgies/thumb404.jpg	C:/Users/bert/Website/Fallow2/www.geocities.com/fallowbudgies/thumb404.jpg	(from http://www.geocities.com/fallowbudgies/news1.htm)
